Date,EURUSD_Close,Return,Signal
2024-01-02,1.0503584498518401,-0.00013161802346295381,0
2024-01-03,1.0510061383899407,0.0006166357191603744,0
2024-01-04,1.052529168246349,0.0014491160429770389,0
2024-01-05,1.0522950148716255,-0.00022246734987263483,0
2024-01-06,1.0520608779146763,-0.00022250125073308702,0
2024-01-07,1.0536400907301837,0.0015010660016534505,0
2024-01-08,1.0544075254593366,0.0007283651560952009,0
2024-01-09,1.0539380510734015,-0.00044524946436674817,0
2024-01-10,1.0544806111169875,0.0005147931067044365,0
2024-01-11,1.054017193424175,-0.00043947483521911135,0
2024-01-12,1.053551463670605,-0.00044186162851589383,0
2024-01-13,1.0537934259421708,0.00022966345727715165,0
2024-01-14,1.051880145697513,-0.0018156122419791254,0
2024-01-15,1.0501552278650002,-0.0016398425615012924,0
2024-01-16,1.0495929403357591,-0.0005354327763373856,0
2024-01-17,1.0485801092154248,-0.0009649751645722793,0
2024-01-18,1.04889435654802,0.0002996884356603058,0
2024-01-19,1.0479863324724987,-0.0008656964067473849,0
2024-01-20,1.0465740287711636,-0.001347635610860598,0
2024-01-21,1.048039677540085,0.001400425319785903,0
2024-01-22,1.0478139012395984,-0.00021542724509882039,0
2024-01-23,1.0478814294442864,6.444675395900212e-05,0
2024-01-24,1.046456681258073,-0.001359646374274548,0
2024-01-25,1.0459122985335478,-0.0005202152504493185,0
2024-01-26,1.0460232211232576,0.00010605343284075808,0
2024-01-27,1.0448722275458353,-0.0011003518413160718,0
2024-01-28,1.0452479255641811,0.0003595635987265755,0
2024-01-29,1.0446472868742622,-0.0005746375335733411,0
2024-01-30,1.044355593124469,-0.00027922702088856166,0
2024-01-31,1.0437538865122395,-0.0005761510889498167,0
2024-02-01,1.0456061646967485,0.0017746311735407083,0
2024-02-02,1.0455926674720106,-1.2908516794918334e-05,0
2024-02-03,1.0445349565430546,-0.0010115898493371356,0
2024-02-04,1.0453575014551577,0.0007874747579779129,0
2024-02-05,1.0441366578051867,-0.0011678718986294356,0
2024-02-06,1.0443455214001915,0.00020003473055330012,0
2024-02-07,1.0423858512763118,-0.0018764576318116566,0
2024-02-08,1.0410576652274133,-0.001274178891887523,0
2024-02-09,1.0412545264632824,0.00018909734056493654,0
2024-02-10,1.0419929930432779,0.0007092085184048358,0
2024-02-11,1.0421643613244678,0.0001644620283764997,1
2024-02-12,1.0420487130420797,-0.00011096933140286591,0
2024-02-13,1.0417476093464904,-0.00028895356984826037,0
2024-02-14,1.040269087356123,-0.0014192708263520704,0
2024-02-15,1.0395492431477282,-0.0006919788515721281,0
2024-02-16,1.0390886043767684,-0.00044311394962393,0
2024-02-17,1.0401457266029872,0.0010173552301180333,0
2024-02-18,1.0404893448925558,0.00033035591146535204,0
2024-02-19,1.038726304737193,-0.001694433647030591,0
2024-02-20,1.0390503887065878,0.0003120013115260889,0
2024-02-21,1.0386653064261715,-0.0003706098227783672,0
2024-02-22,1.0379883844258655,-0.000651722933381782,0
2024-02-23,1.0386000607147063,0.000589290109618279,0
2024-02-24,1.0396310602372023,0.0009926819393659692,0
2024-02-25,1.0405623403563187,0.000895779430545085,1
2024-02-26,1.0397231228330959,-0.0008065038399673874,0
2024-02-27,1.0394139104572446,-0.0002973987680573442,0
2024-02-28,1.0397451738886483,0.00031870213403051295,0
2024-02-29,1.0407207190157706,0.0009382540564950581,0
2024-03-01,1.0402415447779254,-0.00046042538511037456,0
2024-03-02,1.0400558858012616,-0.00017847679473659284,0
2024-03-03,1.0389495508272555,-0.0010637264680770642,0
2024-03-04,1.0377533442031748,-0.0011513616066615162,0
2024-03-05,1.038565870025569,0.0007829662288567629,0
2024-03-06,1.0399221100541398,0.0013058777182204384,0
2024-03-07,1.0398500999325595,-6.924568761845773e-05,0
